table,record_id,label,buddhist_relevance,scope,period_band,connection_type,movement_status,exchange_types,rationale
PPL,L-0027,Pankaj Mohan -> Korea (Seoul) (WORKED),NONE,EXCLUDE,B6 1990-2026,INSTITUTIONAL,worked,-,Pankaj Mohan AKS professorship
PPL,L-0028,Neerja Samajdar -> Korea (Seoul) (STUDIED),NONE,EXCLUDE,B6 1990-2026,PHYSICAL_MOVEMENT,studied,-,Neerja Samajdar SNU PhD
PPL,L-0029,Vyjayanti Raghavan -> Korea (Seoul) (STUDIED),NONE,EXCLUDE,B6 1990-2026,PHYSICAL_MOVEMENT,studied,-,Vyjayanti Raghavan SNU MA
PPL,L-0030,Buddhavara (Ven.) -> India (Bodh Gaya) (WORKED),PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,worked,-,Buddhavara at Bodh Gaya (Bunhwangsa India)
PPL,L-0031,Hyoseok (Ven.) -> India (Pune) (STUDIED),PRIMARY,KEEP,B6 1990-2026,PHYSICAL_MOVEMENT,studied,-,Hyoseok at Pune University
PPL,L-0032,Wookwan (Ven.) -> India (Delhi) (STUDIED),PRIMARY,KEEP,B6 1990-2026,PHYSICAL_MOVEMENT,studied,-,Wookwan at Delhi University
PPL,L-0033,Gakseong (Ven.) -> India (Delhi) (STUDIED),PRIMARY,KEEP,B6 1990-2026,PHYSICAL_MOVEMENT,studied,-,Gakseong at Delhi University 1992-98
PPL,L-0034,Rabindranath Tagore -> India (New Delhi) (BIRTH),CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),-,-,-,Tagore born in Calcutta (context row)
PPL,L-0035,Hwang Su-yŏng -> India (Nalanda) (VISITED),PRIMARY,KEEP,B5 1945-1990,PHYSICAL_MOVEMENT,visited,-,Hwang Su-yŏng visited Nalanda (1962-63 survey)
PTX,L-0101,Hyecho -> Wang ocheonchukguk jeon (AUTHOR),PRIMARY,KEEP,B1 Ancient/early-medieval (<900),TEXTUAL_TRANSMISSION,-,-,Hyecho author of Wang ocheonchukguk jeon
PTX,L-0102,Wŏnhyo -> Haedong-so commentaries (AUTHOR),PRIMARY,KEEP,B1 Ancient/early-medieval (<900),TEXTUAL_TRANSMISSION,-,-,Wonhyo author of Haedong-so commentaries
PTX,L-0103,Iryŏn -> Samguk Yusa (AUTHOR),PRIMARY,KEEP,B2 Silla/Goryeo (900-1392),TEXTUAL_TRANSMISSION,-,-,Iryon author of Samguk Yusa
PTX,L-0104,Yi Su-gwang -> Jibong yuseol (AUTHOR),NONE,EXCLUDE,B3 Joseon (1392-1900),TEXTUAL_TRANSMISSION,-,-,Yi Su-gwang author (Jibong yuseol)
PTX,L-0105,Yi Kyu-gyŏng -> Oju yŏnmun changjŏn san'go (AUTHOR),NONE,EXCLUDE,B3 Joseon (1392-1900),TEXTUAL_TRANSMISSION,-,-,Yi Kyu-gyong author (Oju)
PTX,L-0106,Ch'oe Han-gi -> Jiguyŏn'gu (AUTHOR),NONE,EXCLUDE,B3 Joseon (1392-1900),TEXTUAL_TRANSMISSION,-,-,Ch'oe Han-gi author (Jiguyon'gu)
PTX,L-0107,Yi Nŭng-hwa -> Chosŏn Pulgyo T'ongsa (AUTHOR),PRIMARY,KEEP,B4 Modern/colonial (1900-1945),TEXTUAL_TRANSMISSION,-,-,Yi Nung-hwa author (Buddhist history)
PTX,L-0108,Rabindranath Tagore -> Gitanjali (AUTHOR),CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),TEXTUAL_TRANSMISSION,-,-,Tagore author (Gitanjali) (context row)
PTX,L-0109,Rabindranath Tagore -> The Gardener (AUTHOR),CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),TEXTUAL_TRANSMISSION,-,-,Tagore author (The Gardener) (context row)
PTX,L-0110,Rabindranath Tagore -> The Lamp of the East (1929 message) (AUTHOR),MEDIATOR,ADAPT,B4 Modern/colonial (1900-1945),TEXTUAL_TRANSMISSION,-,-,Tagore author (Lamp of the East message) - mediator channel
PTX,L-0111,Rabindranath Tagore -> The Song of the Defeated (AUTHOR),CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),TEXTUAL_TRANSMISSION,-,-,Tagore author (Song of the Defeated) (context row)
PTX,L-0112,Han Yong-un -> Nim-ŭi Ch'immuk (AUTHOR),PRIMARY,KEEP,B4 Modern/colonial (1900-1945),TEXTUAL_TRANSMISSION,-,-,Han Yong-un author (Buddhist resistance poetry)
PTX,L-0113,Kim Ŏk -> Gitanjali translation (Kim Ŏk) (TRANSLATOR),CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),TEXTUAL_TRANSMISSION,-,-,Kim Ok translator (Gitanjali) (context row)
PTX,L-0114,Jeong Ji-yong -> Hwimun Gitanjali translation (Jeong Ji-yong) (TRANSLATOR),CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),TEXTUAL_TRANSMISSION,-,-,Jeong Ji-yong translator (Hwimun poems) (context row)
PTX,L-0115,Chu Yo-han -> Chu Yo-han's 4-line translation (TRANSLATOR),CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),TEXTUAL_TRANSMISSION,-,-,Chu Yo-han translator (4-line message) (context row)
PTX,L-0116,Ch'oe Nam-sŏn -> Chosŏn Pulgyo (AUTHOR),PRIMARY,KEEP,B4 Modern/colonial (1900-1945),TEXTUAL_TRANSMISSION,-,-,Ch'oe Nam-son author (Choson Pulgyo 1930)
PTX,L-0117,Yi Kwang-su -> Mujŏng (AUTHOR),NONE,EXCLUDE,B4 Modern/colonial (1900-1945),TEXTUAL_TRANSMISSION,-,-,Yi Kwang-su author (Mujong)
PTX,L-0118,Pŏpchŏng -> Muso-yu (AUTHOR),PRIMARY,KEEP,B5 1945-1990,TEXTUAL_TRANSMISSION,-,-,Popchong author (Muso-yu)
PTX,L-0119,Wookwan (Ven.) -> Wookwan's Korean Temple Food (AUTHOR),PRIMARY,KEEP,B6 1990-2026,TEXTUAL_TRANSMISSION,-,-,Wookwan author (temple food)
PTX,L-0120,Lokesh Chandra -> Morning Calm and The Pensive Beyond (AUTHOR),PRIMARY,KEEP,B6 1990-2026,TEXTUAL_TRANSMISSION,-,-,Lokesh Chandra author (Morning Calm)
PTX,L-0121,Vyjayanti Raghavan -> India and Korea Through the Ages (AUTHOR),SECONDARY,ADAPT,B6 1990-2026,TEXTUAL_TRANSMISSION,-,-,Vyjayanti co-editor (India-Korea survey)
PTX,L-0122,Divik Ramesh -> The day breaks O! India (TRANSLATOR),NONE,EXCLUDE,B6 1990-2026,TEXTUAL_TRANSMISSION,-,-,Divik Ramesh translator (Korean poetry)
PTX,L-0123,Divik Ramesh -> Korean Poetry - Journey (TRANSLATOR),NONE,EXCLUDE,B6 1990-2026,TEXTUAL_TRANSMISSION,-,-,Divik Ramesh translator (Korean poetry)
PTX,L-0124,Lee Jeong-ho -> Hindi-Korean Dictionary (AUTHOR),NONE,EXCLUDE,B6 1990-2026,TEXTUAL_TRANSMISSION,-,-,Lee Jeong-ho author (Hindi-Korean dictionary)
PTX,L-0125,Lee Jeong-ho -> Tamas (Korean translation) (TRANSLATOR),NONE,EXCLUDE,B6 1990-2026,TEXTUAL_TRANSMISSION,-,-,Lee Jeong-ho translator (Tamas)
PTX,L-0126,Lee Jeong-ho -> Mahatma Gandhi biography (Korean) (AUTHOR),NONE,EXCLUDE,B6 1990-2026,TEXTUAL_TRANSMISSION,-,-,Lee Jeong-ho author (Gandhi biography)
PTX,L-0127,Marananta -> Samguk Sagi (SUBJECT),PRIMARY,KEEP,B1 Ancient/early-medieval (<900),TEXTUAL_TRANSMISSION,-,-,Marananta subject of Samguk Sagi
PTX,L-0128,Heo Hwang-ok -> Samguk Yusa (SUBJECT),CONTEXTUAL,CONTEXT,B1 Ancient/early-medieval (<900),TEXTUAL_TRANSMISSION,-,-,Heo Hwang-ok subject of Samguk Yusa (context row)
PTX,L-0129,Suro of Geumgwan Gaya -> Samguk Yusa (SUBJECT),CONTEXTUAL,CONTEXT,B1 Ancient/early-medieval (<900),TEXTUAL_TRANSMISSION,-,-,Suro subject of Samguk Yusa (context row)
PTX,L-0130,Marananta -> Samguk Yusa (SUBJECT),PRIMARY,KEEP,B1 Ancient/early-medieval (<900),TEXTUAL_TRANSMISSION,-,-,Marananta subject of Samguk Yusa
PTX,L-0131,T'aehyŏn -> Seong yusik non hakki (AUTHOR),PRIMARY,KEEP,B1 Ancient/early-medieval (<900),TEXTUAL_TRANSMISSION,-,-,T'aehyon author (Seong yusik non hakki)
PTX,L-0132,Rabindranath Tagore -> The Song of the Defeated (SUBJECT),CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),TEXTUAL_TRANSMISSION,-,-,Tagore subject (Song of the Defeated) (context row)
EVENTS,EV-0001,Sangwol/Jogye walking pilgrimage India-Nepal (2023-02..2023-03),PRIMARY,KEEP,B6 1990-2026,PHYSICAL_MOVEMENT; INSTITUTIONAL,-,-,"Jogye/Sangwol 1,167-km walking pilgrimage India-Nepal 2023 (PIB-documented)"
EVENTS,EV-0002,Bexpo 2026 Buddhist exchange (IBC - Jogye lay) (2026-04-04..2026-04-04),PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,"Bexpo 2026 IBC-Jogye lay exchange, Seoul (Buddha statue gift)"
EVENTS,EV-0003,2nd Global Buddhist Summit (2026-01-24..2026-01-25),PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,"2nd Global Buddhist Summit 2026 New Delhi; Jogye participation confirmed (Munjong as representative, Jinwoo's message read)"
EVENTS,EV-0004,Jungto Society annual India pilgrimage program (2027-01-14..2027-01-30),PRIMARY,KEEP,B6 1990-2026,PHYSICAL_MOVEMENT; INSTITUTIONAL,-,-,Jungto annual India pilgrimage program (36th: 2027-01-14~30)
EVENTS,EV-0005,Delhi University - BGICBS academic MOU (2026-04-23..2026-04-23),PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,Delhi University - BGICBS academic MOU 2026-04-23
EVENTS,EV-0006,Jogye delegation pilgrimage Sarnath -> Bodh Gaya (2022-05..2022-05),PRIMARY,KEEP,B6 1990-2026,PHYSICAL_MOVEMENT; INSTITUTIONAL,-,-,"Jogye delegation Sarnath -> Bodh Gaya, May 2022"
EVENTS,EV-0007,Jogye pilgrimage to the 8 great sites + Nepal (2014-02-19..2014-03-04),PRIMARY,KEEP,B6 1990-2026,PHYSICAL_MOVEMENT; INSTITUTIONAL,-,-,2014 Jogye pilgrimage to 8 great sites + Nepal incl. Yeoraesunwon
EVENTS,EV-0008,Bunhwangsa India groundbreaking (2020-03-28..2020-03-28),PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,Bunhwangsa India groundbreaking 2020-03-28 (Jogye's first India temple)
EVENTS,EV-0009,Bunhwangsa India dedication (대웅보전 준공식) (2022-05..2022-05),PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,"Bunhwangsa India dedication 2022-05 (150-person Jogye delegation, Wonhaeng)"
EVENTS,EV-0010,Global Buddhist Summit 2023 (2023-04-20..2023-04-21),PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,"Global Buddhist Summit 2023 (20-21 Apr, Ashok Hotel); Jogye participation confirmed (Jeongbeom as representative)"
EVENTS,EV-0011,ICYBS 2025 (3rd Int'l Conf. of Young Buddhist Scholars) (2025-08-22..2025-08-22),PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,ICYBS 2025 Delhi; Korean participation not documented
EVENTS,EV-0012,KBPF 2026 India pilgrimage (Dharamsala/Ajanta-Ellora/Sanchi) (2026-10-03..2026-10-11),PRIMARY,KEEP,B6 1990-2026,PHYSICAL_MOVEMENT; INSTITUTIONAL,-,-,"KBPF 2026 India pilgrimage (3-11 Oct, Dharamsala/Ajanta-Ellora/Sanchi)"
EVENTS,EV-0013,BBS Seon Meditation Tour 4 India-Nepal (2025-12-26..2026-01-04),PRIMARY,KEEP,B6 1990-2026,PHYSICAL_MOVEMENT; INSTITUTIONAL,-,-,BBS Seon Meditation Tour 4 India-Nepal (26 Dec 2025 - 4 Jan 2026)
EVENTS,EV-0014,Korea-India 50th anniversary cultural exchange (Jogye + ROK Embassy) (2023-03-21..2023-03-25),PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,Korea-India 50th anniversary cultural exchange 2023 (Jogye + ROK Embassy; NGMA exhibition)
EVENTS,EV-0015,Korean Buddhist delegation to India (국제불교문제연구소) (1981-12..1982-01),PRIMARY,KEEP,B5 1945-1990,PHYSICAL_MOVEMENT; INSTITUTIONAL,-,-,1981-82 Korean Buddhist delegation to India (국제불교문제연구소; PM Gandhi meeting; Tripitaka donation at Nalanda)
EVENTS,EV-0016,Dongguk University - Nalanda University MOU (2023-02-24..2023-02-24),PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,Dongguk University - Nalanda University MOU 2023-02-24
EVENTS,EV-0017,Enshrinement of Dhyānabhadra's relics at Hoeamsa (1370..1370),PRIMARY,KEEP,B2 Silla/Goryeo (900-1392),PHYSICAL_MOVEMENT; INSTITUTIONAL,-,-,1370 relic stupa for Dhyānabhadra at Hoeamsa (Kongmin's order; Naong supervised)
EVENTS,EV-0018,Return of Hoeamsa relics (Jikong/Naong + Buddha relics) from Boston MFA (2024-04..2024-05),PRIMARY,KEEP,B6 1990-2026,PHYSICAL_MOVEMENT,-,-,2024 return of Jikong/Naong + Buddha relics (India provenance) to Hoeamsa from Boston MFA
EVENTS,EV-0019,Wang ocheonchukguk jeon first public display at National Museum of Korea (2010-12-18..2011-04-03),PRIMARY,KEEP,B6 1990-2026,TEXTUAL_TRANSMISSION; INSTITUTIONAL,-,-,World-first public display of the BnF Wang ocheonchukguk jeon manuscript at NMK (2010-11); second loan 2019-20
PERSON_EVENT,P-0062@EV-0005,Buddhavara (Ven.) -> EV-0005 (REPRESENTATIVE),PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,Delhi University - BGICBS academic MOU 2026-04-23
PERSON_EVENT,EP-0001@EV-0010,Jeongbeom sunim (정범 스님) -> EV-0010 (REPRESENTATIVE),PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,"Global Buddhist Summit 2023 (20-21 Apr, Ashok Hotel); Jogye participation confirmed (Jeongbeom as representative)"
PERSON_EVENT,EP-0002@EV-0003,Munjong sunim (문종 스님) -> EV-0003 (REPRESENTATIVE),PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,"2nd Global Buddhist Summit 2026 New Delhi; Jogye participation confirmed (Munjong as representative, Jinwoo's message read)"
PERSON_EVENT,EP-0003@EV-0003,Jinwoo sunim (진우 스님) -> EV-0003 (SPEAKER),PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,"2nd Global Buddhist Summit 2026 New Delhi; Jogye participation confirmed (Munjong as representative, Jinwoo's message read)"
PERSON_EVENT,EP-0004@EV-0009,Wonhaeng sunim (원행 스님) -> EV-0009 (DELEGATION_LEADER),PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,"Bunhwangsa India dedication 2022-05 (150-person Jogye delegation, Wonhaeng)"
PERSON_EVENT,EP-0005@EV-0002,Jung Won-ju (정원주) -> EV-0002 (HOST),PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,"Bexpo 2026 IBC-Jogye lay exchange, Seoul (Buddha statue gift)"
PERSON_EVENT,EP-0006@EV-0002,Abhijit Halder -> EV-0002 (REPRESENTATIVE),PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,"Bexpo 2026 IBC-Jogye lay exchange, Seoul (Buddha statue gift)"
PERSON_EVENT,EP-0006@EV-0011,Abhijit Halder -> EV-0011 (ORGANIZER),PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,ICYBS 2025 Delhi; Korean participation not documented
PERSON_EVENT,EP-0007@EV-0004,Pomnyun sunim (법륜 스님) -> EV-0004 (MONASTIC_LEADER),PRIMARY,KEEP,B6 1990-2026,PHYSICAL_MOVEMENT; INSTITUTIONAL,-,-,Jungto annual India pilgrimage program (36th: 2027-01-14~30)
PERSON_EVENT,EP-0008@EV-0014,Jugyeong sunim (주경 스님) -> EV-0014 (REPRESENTATIVE),PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,Korea-India 50th anniversary cultural exchange 2023 (Jogye + ROK Embassy; NGMA exhibition)
PERSON_EVENT,EP-0009@EV-0014,Jang Jae-bok (장재복) -> EV-0014 (HOST),PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,Korea-India 50th anniversary cultural exchange 2023 (Jogye + ROK Embassy; NGMA exhibition)
PERSON_EVENT,EP-0010@EV-0015,"Korean Buddhist delegation (6 members, 국제불교문제연구소 파견) -> EV-0015 (PARTICIPANT)",PRIMARY,KEEP,B5 1945-1990,PHYSICAL_MOVEMENT; INSTITUTIONAL,-,-,1981-82 Korean Buddhist delegation to India (국제불교문제연구소; PM Gandhi meeting; Tripitaka donation at Nalanda)
PERSON_EVENT,P-0024@EV-0017,Naong Hyegeun -> EV-0017 (ORGANIZER),PRIMARY,KEEP,B2 Silla/Goryeo (900-1392),PHYSICAL_MOVEMENT; INSTITUTIONAL,-,-,1370 relic stupa for Dhyānabhadra at Hoeamsa (Kongmin's order; Naong supervised)
